Comment,Llama3.1 Not Fine Tuned Output
"Refs, there was no foul and at least 3 players offsides.",Against
"Gyan mess Ghanaians up oo.....i broke my leg because of this penalty, i hope this video will still be there for your generations to watch...lmao",Against
"3:26 1st Block
3:29 2nd Block (with hand)",Favor
"From that day i hate suarez
What a memory 😍",Against
The world should watch this....Ghana will bounce back and no one or nothing can stop the Black Stars from winning the world  cup. Just wait....,Favor
Richard Kingston to me is Ghana's best ever,Favor
"Gana merecia ter Ganho, o Jogo!!!",Favor
best world cup match,Neutral
No one likes ghana,Against
tovfhdjsvshshshsh porra capeta demônio satanás desgraça aqui e Palmeiras desgraça Rui 👺👺👺👺😿👽👽💩,Against
That's what i liked about the handball. You do anything to win. He did got red card but won the war in the end. No chances to ridicule ls or uruguay,Against
hand of goal 2.0 luis suarez,Against
As a Ghanaian 🇬🇭 you just can’t watch the full video 😭😭 Asamoah Gyan paaa 😒😭💔,Favor
3:39 he's surprised that he got red card 😂😂😂,Against
Suarez best goalkeeper in the world,Favor
"Ghana fans - Suarez, touched the ball with his arms, therefore we demand a penalty!
*Ghana gets penalty*
Also Ghana fans - Uhh, Suarez cheated! We should've made it to the Semi-Finals.",Favor
"Something like that will take forever to happen again, no i'm not talking about a African team going to Quarter-Finals, i'm talking about the World Cup becoming a Handball tournament.





Joking, be strong Africans, and never ever give up",Favor
Like who watching this again in 2018-2019,Against
"This match was win ghana if suarez didn't block the ball by hand ,,,,,suarez should be ban for at least 1 year...",Against
El segundo mayor robo de las copas del mundo despues de lo de maradona,Against
Suarez is a legend... but seeing Asamoah after the match broke my heart,Against
Diego Forlan. What a player he was...,Favor
El mejor mundial de la historia,Favor
"well, Suarez is actually a decent goalkeeper so maybe his instinct kicked in.",Favor
Couldn't have Suarez headed that?,Against
That was DRAMATIC!,Favor
"great match, suarez rat",Against
I honestly laughed so hard when Gyan missed the penalty,Against
Make south Africa or Ghana and any other country from Africa win but mostly south African or Ghanaian  people win,Favor
El loco la pico,Against
Best goalkeeper of 2010 is luis suarez....you have to admit😂😂😂,Against
Hate you Uruguay,Against
"The day suares  killed African only hope I cried and promise to hate him but l later came back to my senses ,it was sacrifice",Favor
Suarez could have saved it with his head,Against
the main reason I hate suarez is that if someone else had done what he did against his team he'd be a little princess about it till the day he dies,Against
They should make it to where if it goes in goal and the person hand balls it then it's still a goal.,Favor
"suarez should have been banned from international football, respecting rules of the game is the only way to to play, otherwise the game turns into a random circus where everyone does their best to trick the referee, which is exactly what football has become if you watched the 2018 world cup.",Against
MORIRÉ RECORDANDO ESTE PARTIDAZO <3,Favor
Ahhhhh super good old days when the best footballers that are now retired played in this worldcup and now messi and cr7 are also about to retire i loveee the noise the stadium makes too idk why but it makes it really good old times,Neutral
Lol the uruguayan player with the red shoes starting running towards the goal before the Ghanaian player even shot the penalty,Favor
This is worldcup one has to sacrifise himself for his country and continent,Favor
"It’s all perfectly legal. The handball rule states that it is a red card and a penalty. Suárez received a red and Ghana got a penalty kick, but missed it. The handball rule states that the penalty has to be given but nowhere does it say that it must be scored.",Favor
Do you know? That even Luis Suarez has more world cup saves than the sO CalLeD beSt David De Gea 😂,Against
"If you want to be a football player , first you gotta be a smart rascal.",Against
The hand of devil,Against
Pero claro que es memorable si nos robaron todo el partido y ni así borraron a Uruguay,Against
What suarez handball if he doesn't hit his hand Ghana wins,Against
1 one the best ghana performance but asomoah fail his penalti,Against
"I love suarez i want to see him at next worldcup katar , and i want to see uruguy #1 win.. i love suarez i love messi ilove kavani",Favor
Ghana deserved that win,Favor
When Suarez Got out because of the Hand ball And when Ghana missed the penalty look at the reaction on Suarez 😂😂😂😂😂,Against
"the only person to blame here really is asamoah,",Against
Hand of devil,Against
The beautiful game never shows mercy.,Against
😂😂suarez so funny,Favor
Soares é malandro kkkk,Against
4:00 makes me laugh till date....,Neutral
"Memorable, but wrong.",Against
Why is everybody say gyan is at fault? it's really stupid when you say that because everybody can miss a Penalty even christiano ronaldo PENALTY IS NOT A 100% GOAL,Against
That was the  saddest day of my life.,Neutral
"Since then, I hate Suarez",Against
"Uruguay Netherlands Germany are big stage team.
I love forlan",Favor
The ref should have repeated the PK for Ghana since an uruguayan player stepped into the box,Against
"If i was the referee, i would count that as a goal and give Suarez a red card ;)",Against
1:35 “if they’re gonna get a goal they’re gonna have to get it in the next 20 seconds and Muntari goes for goal...”,Against
Best game ever...this is an epic of all sports.  2018 ..millions of people watched this video,Favor
Gyan from ghana penalty miss uruguay go through the last four,Against
Suarez is dog,Against
Best Goalkeeper: Luiz Suárez,Against
"World Cup 2018 was the best World Cup ever.
And Suarez is absolutely a great footballer. Good job Uruguay!!",Favor
Result: Dog ruined the day with Hand and remain the title of dog with him😒,Against
proved ghana cant score in penalty ... shame,Against
anyone the commentators name????,Neutral
"If you think Ghana should have won that, you obviously know nothing about football.",Against
The most memorable world cup ever... How I wished world cup was again held in Africa ... A continent of different and adorable culture... We taught the world of vuvuzela.... Come back to Africa Dia word cup,Favor
Mejor partido de  mi vida,Favor
"That Suarez sacrifice. Makes football beautiful in my opinion. Before hating him, I'd start on all the morons diving in important matches and not getting any punishment.",Favor
kutta Luis suarez,Favor
Forlan was amazing in that tournament,Favor
Suarez the 'Killer'!,Against
Ful mahtch urguvay.👍👍👍,Favor
what is the name of the commentator? can anyone?,Neutral
suarez is a racist,Against
Suárez es un tramposo,Against
"The one that really cheated was the Ghana player who simulated a foul that led to the handball. And there were 3 players offside. The referee also cheated, twice.",Against
No african in the last four,Against
most noisy world cup but it was special,Neutral
"Ghana deserved that win, if it weren't from Suarez's save",Favor
Who tought 8 years would go by this fast. 2018 world cup just ended,Neutral
"Ghana could win the World Cup tbh, Netherlands won with luck against Uruguay without Suárez, and Ghana was obviously better than Uruguay and then Ghana could win against Spain",Favor
Ghana played well Asamoah Gyan is a good player Forlan is a good footballer also if Ghana scored the penalty then Ghana would absouletly go to the semi finals of the world cup.,Favor
That handball of Suarez shows what a passionate player he is. He took that red card for his whole nation.,Favor
And that's why Luis Suares is a piece of crap,Against
Miss this Uruguay team,Against
Saddest match of 2010 :(,Against
"I love Ghana, I'm black ★",Favor
"well, if there is any perfect moment to put your hand on the ball in your own box, Suarez showed us which that moment was. I remember this match because of what he did, because Ghana missed and because Uruguay qualified eventually. All because Suarez skiped playing by the rules.",Against
The saddest day of Africa,Against
"Denmark - Croatia was close to happen.
Would be similar ;)",Favor
That goal from Ghana must be one of the best goals in the entire history of the World Cup,Favor
Ghana lost the match just because they didn't know how to take a penalty. Most memorable match indeed.,Against
Who is remembering this match 2018,Neutral
That vuvuzela sounds like a fly to me,Neutral
forlan love u,Favor
Acho que nem precisava de pênalti. Teria sido gol pra gana... o certo seria expulsar Suarez e dar gol pra Gana,Against
I like how badly the whole EU were wishing that penalty to go in but when Uruguay goalkeeper stopped it then it was a slap on whole of EU’s face n i was alone from Copenhagen cheering for Uruguay as Forlan is my one of all time favorite football star,Favor
I want to see Ghana in the 2022 world cup,Favor
